,xcode,name,nationality,birthdate,gender,club
2591,3294,HOESLI Thomas,SUI, ,M, 
2592,4231,HOESS Christoph,SUI,1985,M,Hinwil
2593,4007,HOFER Gerhard,AUT,1982,M, 
2594,7914,HOFER Michael,AUT,22-08-2002,M,UVB Hinzenbach
2595,6085,HOFER Thomas,AUT,28-01-1996,M,SV Innsbruck-Bergisel-Tirol
2596,219671,HOFESTAEDT Lukas,GER,2004,M,SSV 1846 Scheibenberg e.V.
2597,6843,HOFF Andreas,NOR,1993,M,Raufoss Il hopp
2598,3231,HOFFMAN Taylor,USA,1979,M,New York Ski Ed Foundation
2599,7559,HOFFMANN Anna,USA,28-03-2000,F,Blackhawk Ski Club
2600,6489,HOFFMANN Elyse,USA,1995,F, 
2601,6552,HOFFMANN Felix,GER,14-10-1997,M,SWV Goldlauter
2602,3124,HOFMEIER Meinrad,GER,1982,M,SC Bubenbach
2603,4987,HOFSTETER Andi,SUI,1988,M,Wildhaus
2604,4113,HOHENEGG Ernst,AUT, ,M, 
2605,3362,HOHENLEITER Sepp,GER, ,M, 
2606,6195,HOKARI Yuichi,JPN,1991,M, 
2607,6328,HOLIK Frantisek,CZE,23-10-1998,M,LSK Lomnice nad Popelkou-Dukla
2608,4567,HOLLAND Chris,CAN,1980,M, 
2609,2800,HOLLAND Jim,USA,1967,M, 
2610,2471,HOLLAND Mike,USA,1961,M, 
2611,3964,HOLLAND-NELL Martin,GER,1991,M,SC Steinbach-Hallenberg
2612,6669,HOLLAND-NELL Simon,GER,1998,M,Sc Steinbach-hallenberg
2613,6347,HOLLAUS Francesco,AUT,1994,M,SK Saalfelden
2614,2554,HOLLENSTEIN Michael,SUI,1984,M, 
2615,2068,HOLLENSTEIN Reto,SUI,1984,M,"SC Wildhaus, Ossv"
2616,2957,HOLME Robert,USA,1969,M, 
2617,2612,HOLMEN JENSEN Dag,NOR,1954,M,Baerum
2618,2596,HOLMLUND Jan,SWE,1957,M, 
2619,2276,HOLMSTROEM K.,SWE, ,M, 
2620,219760,HOLOPAINEN Valtteri,FIN,2005,M,Siilinjarven Ponnistus
2621,2146,HOLSETER Sturle,NOR,1976,M,Vikersund I. L.
2622,7774,HOLT Ole Henning,NOR,05-05-1967,M,Sannidal Il
2623,4687,HOLTE Eirik,NOR,1983,M,Trysil
2624,7795,HOLUB Benedikt,CZE,02-10-2000,M,TJ Dukla Frenstat pod Radhostem
2625,8594,HOLZ Janne,GER,2007,M,SC Degenfeld
2626,4989,HOLZER Nico,SUI,1989,M,Einsiedeln
2627,6891,HOMEC Amadej,SLO,1996,M,Ssk Alpina ziri
2628,4029,HOMMEFOSS Stig,NOR,1984,M,Gjerstad IL
2629,8902,"HONG KONG, CHINA",HKG, ,A, 
2630,8789,"HONG KONG, CHINA",HKG, ,M, 
2631,8679,"HONG KONG, CHINA",HKG, ,F, 
2632,9024,"HONG KONG, CHINA I",HKG, ,A, 
2633,9393,"HONG KONG, CHINA I",HKG, ,M, 
2634,9143,"HONG KONG, CHINA I",HKG, ,F, 
2635,9862,"HONG KONG, CHINA II",HKG, ,A, 
2636,9508,"HONG KONG, CHINA II",HKG, ,M, 
2637,9625,"HONG KONG, CHINA II",HKG, ,F, 
2638,9983,"HONG KONG, CHINA III",HKG, ,A, 
2639,9260,"HONG KONG, CHINA III",HKG, ,M, 
2640,9742,"HONG KONG, CHINA III",HKG, ,F, 
2641,6276,HONMA Kouta,JPN,1992,M, 
2642,6070,HONZAWA Akira,JPN,1992,M, 
2643,6242,HOPFGARTNER Dustin,AUT,1996,M, 
2644,4985,HORATH Manuel,SUI,1988,M,Einsiedeln
2645,3291,HORGHAGEN Per Egil,NOR, ,M, 
2646,4365,HORI Shingo,JPN,1985,M, 
2647,3119,HORI Shinya,JPN, ,M, 
2648,2400,HORII Yasuyuki,JPN,1984,M, 
2649,5907,HORINEK Martin,CZE,1993,M,Ski Klub Harrachov
2650,2138,HORLACHER Kevin,GER,1989,M,SC Degenfeld
2651,219723,HORNGACHER Amadeus,GER,2007,M,SC Hinterzarten
2652,2084,HORNGACHER Stefan,AUT,1969,M,SC Woergl
2653,2001,HORNSCHUH Ronny,GER,1975,M,SCM Zella-Mehlis
2654,3989,HORST Florian,GER,03-05-1990,M,SV Biberau
2655,5621,HORVAT Urban,SLO,1992,M,NSK Trzic Trifix
2656,3577,HORVATH Janos,HUN, ,M, 
2657,4085,HORWARTH Janos,HUN, ,M, 
2658,2402,HOSHINO Satoshi,JPN,1989,M, 
2659,5197,HOSODA Shotaro,JPN,02-12-1991,M,Hokusho University Ski Club
2660,4450,HOSOYA Yoshifumi,JPN,1982,M, 
2661,4024,HOSOYAMA Shusaku,JPN,1984,M,Megmilk Snow Brand Ski Team
2662,4814,HOTTA Takuto,JPN,1982,M, 
2663,5091,HOVDA Johannes,NOR,1988,M,Lynski
2664,2249,HOVDE Arne,NOR, ,M, 
2665,6790,HOYAU Marie,FRA,1997,F,St Gervais
2666,7623,HOYER Eric,GER,31-05-2002,M,Sg Nickelhuette aue
2667,8135,HRADILOVA Jolana,CZE,2004,F,Sk Nove mesto na morave
2668,8610,HRDINA Jachym,CZE,2007,M,LSK Lomnice nad Popelkou
2669,7244,HRESKA Dawid,POL,1999,M,Lks Poroniec poronin
2670,5053,HRGOTA Robert,SLO,1988,M,SSK Velenje
2671,3077,HRIBAR Matej,SLO, ,M, 
2672,7019,HRISTOV Kaloyan,BUL,2000,M,Sk Vitosha
2673,6659,HRISTOV Viktor,BUL,03-01-2000,M,Ski Club vitosha
2674,6468,HROVAT Ziga,SLO,1996,M,Sk Zagorje
2675,7843,HU Jingtao,CHN,02-11-2001,M, 
2676,8523,HUANG Xingyue,CHN,2003,F, 
2677,3398,HUBAC Zbynek,CZE,1940,M, 
2678,5446,HUBER Andreas,AUT,1989,M, 
2679,5945,HUBER Daniel,AUT,02-01-1993,M,SC Seekirchen-Salzburg
2680,6631,HUBER Julia,AUT,29-11-1998,F,SK Rottenmann-Steiermark
2681,2794,HUBER Klaus,AUT, ,M, 
2682,8186,HUBER Lea,AUT,2002,F,Wsv Woergl
2683,8053,HUBER Sebastian,AUT,2002,M,Sk Rottenmann
2684,6093,HUBER Stefan,AUT,08-03-1994,M,SC Seekirchen-Salzburg
2685,8139,HUBINGER Eva,AUT,1993,F,SC Erzbergland
2686,4058,HUCZEK Josef,POL, ,M, 
2687,2977,HUCZKOWSKI Herman,FIN,1981,M,Ounasvaaran Hiihtoseura
2688,3994,HUEBNER Ronny,GER,1989,M,SC Neustadt
2689,7005,HUETTEL Simon,GER,1999,M,Weissenstadt
2690,2563,HUG Tim,SUI,1987,M, 
2691,6216,HUGAAS Eivind,NOR,1989,M,Baekkelaget Spcl
2692,4625,HUGHES Blake,USA,1986,M,Park City Ski and Snowboard
2693,2265,HUGSTEDT Petter,NOR,1921,M, 
2694,4322,HULA Stefan,POL,29-09-1986,M,KS Eve-nement Zakopane
2695,6505,HULBOJ Mateusz,POL,1996,M,Pks Olimpijczyk gilowice
2696,6330,HULBUJ Mateusz,POL,1996,M,Pks Olimpijczyk gilowice
2697,7119,HULLOEEN Bendik,NOR,1996,M,Oddersjaa Skiklubb
2698,8903,HUNGARY,HUN, ,A, 
2699,153460,HUNGARY,HUN, ,M, 
2700,8680,HUNGARY,HUN, ,F, 
2701,9025,HUNGARY I,HUN, ,A, 
2702,9394,HUNGARY I,HUN, ,M, 
2703,9144,HUNGARY I,HUN, ,F, 
2704,9863,HUNGARY II,HUN, ,A, 
2705,9509,HUNGARY II,HUN, ,M, 
2706,9626,HUNGARY II,HUN, ,F, 
2707,9984,HUNGARY III,HUN, ,A, 
2708,9261,HUNGARY III,HUN, ,M, 
2709,9743,HUNGARY III,HUN, ,F, 
2710,2493,HUNGER Heiko,DDR,1964,M, 
2711,2555,HURSCHLER Seppi,SUI,1983,M, 
2712,5078,HUSE Marius,NOR,1987,M,Ready Ski
2713,219624,HUSSL Tobias,AUT,2004,M,SV Innsbruck Bergisel
2714,6802,HUTCHINS Tyler,USA,1993,M,Itasca Ski and Outing Club
2715,4140,HUTER Christof,AUT,1986,M, 
2716,3135,HUTTUNEN Pasi,FIN, ,M, 
2717,5364,HUTTUNEN Riku,FIN,1988,M,Puijon Hiihtoseura
2718,7334,HUTYRA Patryk,POL,2001,M,Ss-R Lzs sokol szczyrk
2719,4549,HUUSARI Kalle,FIN,1985,M,Lahden Hiihtoseura
2720,2097,HUUSKONEN Lassi,FIN,1979,M,Puijon Hiihtoseura
2721,5891,HVALA Jaka,SLO,15-07-1993,M,Ssk Ponikve
2722,7723,HWANG Seokjae,KOR,2001,M, 
2723,6134,HYRKAES Leevi,FIN,1994,M,Kuusamon Erae-veikot
2724,2629,HYSEK Josef,CZE, ,M, 
2725,6390,HYSEK Jozef,SVK,1956,M, 
2726,4575,HYTTINEN Keijo,FIN, ,M, 
2727,2566,HYUN Hyung Ku,KOR,1985,M, 
2728,2284,HYVAERINEN A.,FIN,1932,M, 
2729,3845,HYVAEVINEN P.,FIN, ,M, 
2730,8129,HYVONEN Juuso,FIN,1999,M,Vuokattisport Club
2731,3068,HYYTIA Pasi,FIN, ,M, 
2732,2291,HYYTIAE E.,FIN, ,M, 
2733,7271,IAKOVLEVA Lidiia,RUS,14-08-2001,F,Saint-Petersburg KOR1  Dinamo
2734,7272,IAKOVLEVA Mariia,RUS,07-06-1999,F,Saint-Petersburg KOR1  Dinamo
2735,3847,IANKOV Ivan,BUL, ,M, 
2736,8907,ICELAND,ISL, ,A, 
2737,8793,ICELAND,ISL, ,M, 
2738,8684,ICELAND,ISL, ,F, 
2739,9029,ICELAND I,ISL, ,A, 
2740,9398,ICELAND I,ISL, ,M, 
2741,9148,ICELAND I,ISL, ,F, 
2742,9867,ICELAND II,ISL, ,A, 
2743,9513,ICELAND II,ISL, ,M, 
2744,9630,ICELAND II,ISL, ,F, 
2745,9988,ICELAND III,ISL, ,A, 
2746,9265,ICELAND III,ISL, ,M, 
2747,9747,ICELAND III,ISL, ,F, 
2748,4442,ICHII Ken,JPN,1982,M, 
2749,4667,ICHIM Ovidiu,ROU,1987,M,CSS Dinamo Rasnov-CS Dinamo
2750,8253,ICHINOHE Kurumi,JPN,2004,F,N High School
2751,3123,ICHINOHE Shigeto,JPN,1980,M, 
2752,4420,ICHINOHE Tsuyoshi,JPN,1976,M,Eins
2753,7348,IDESHEIM Yanick,GER,29-09-2000,M,Sc Hinterzarten
2754,3848,IDRAVKOV Zdravko,BUL, ,M, 
2755,7309,IGARASHI Ayaka,JPN,18-05-1999,F,Sapporo University
2756,2844,IGNATOV Emil,BUL,1976,M, 
2757,7383,IHLE Alina,GER,27-12-2002,F,Sv Biberau
2758,3440,IHLE Heini,GER,1941,M, 
2759,6881,IHLE Magnus,NOR,1997,M,Il Jardar
2760,3925,IHLE Thomas,GER, ,M, 
2761,5872,IHME Chris,GER,1995,M,Sv Lok eilenburg
2762,4813,IIJIMA Masanori,JPN,1988,M, 
2763,6778,IIZUKA Yuta,JPN,1996,M, 
2764,2403,IKEDA Atsushi,JPN,1982,M, 
2765,219693,IKEDA Hazuki,JPN,2005,F, 
2766,7811,IKEDA Miki,JPN,2003,F,Shimokawa Shogyo High School
2767,7719,IKEDA Ryusei,JPN,25-10-2000,M,Keio University
2768,4039,IKEDA Shunji,JPN,1983,M, 
2769,6322,IKEDA Tomoharu,JPN,1988,M, 
2770,2120,IKEDA Yoshiharu,JPN,1977,M,Meiji University
2771,4511,IKEDA Yusuke,JPN,1979,M, 
2772,3175,IKEDA Yuzo,JPN,1980,M, 
2773,4815,IKEMOTO Ryosuke,JPN,1988,M, 
2774,2611,IKONEN Joonas,FIN,1987,M,Puijon Hiihtoseura
2775,5118,IKONEN Tommi,FIN,1987,M,Puijon Hiihtoseura
2776,4203,ILG Benjamin,GER,1986,M,SC Partenkirchen
2777,6629,ILIE Razvan Mihai,ROU,1998,M,Css Brasovia
2778,6014,ILOLA Anselmi,FIN,1995,M,Poetyaen Urheilijat
2779,6952,ILVES Andreas,EST,2000,M,Elva Skiclub
2780,6408,ILVES Kristjan,EST,1996,M,Elva Skiclub
2781,4439,IMAGAWA Michiru,JPN,1982,M, 
2782,8249,IMAMURA Kento,JPN,12-06-1999,M, 
2783,2404,IMASHIOYA Akihiro,JPN,1981,M, 
2784,8071,IMHOF Mauro,SUI,2005,M,Einsiedeln
2785,7657,IMHOF Remo,SUI,2003,M,Einsiedeln
2786,219684,IMINAKHUNOV Ilzat,KAZ,2005,M, 
2787,7733,IMMENS Mollie,USA,2000,F, 
2788,2294,IMMONEN A.,FIN, ,M, 
2789,8904,INDIA,IND, ,A, 
2790,8790,INDIA,IND, ,M, 
2791,8681,INDIA,IND, ,F, 
2792,9026,INDIA I,IND, ,A, 
2793,9395,INDIA I,IND, ,M, 
2794,9145,INDIA I,IND, ,F, 
2795,9864,INDIA II,IND, ,A, 
2796,9510,INDIA II,IND, ,M, 
2797,9627,INDIA II,IND, ,F, 
2798,9985,INDIA III,IND, ,A, 
2799,9262,INDIA III,IND, ,M, 
2800,9744,INDIA III,IND, ,F, 
2801,8269,INDRACKOVA Anezka,CZE,2006,F,JKL Desna
2802,6875,INDRACKOVA Karolina,CZE,26-08-1997,F,JKL Desna-DUKLA
2803,7886,INGEBRIGTSEN Christian,NOR,14-04-1994,M,Byaasen Skiklub
2804,2030,INGEBRIGTSEN Tommy,NOR,1977,M,Byaasen I. L. / Troenderhopp
2805,219638,INGEBRIGTSVOLL Jesper Nilsen,NOR,2003,M,Sjetne IL
2806,219731,INGOLIC Nejc,SLO,2006,M,SMUCARSKO SKAKALNI KLUB ILIRIJA
2807,5193,INGVALDSEN Ole Marius,NOR,1985,M,Steinkjer Skiklubb
2808,5038,INNAUER Mario,AUT,1990,M,SV Innsbruck-Bergisel
2809,2347,INNAUER Toni,AUT,1958,M, 
2810,4704,INNERWINKLER Stefan,AUT,1987,M, 
2811,7317,INNGJERDINGEN Christian,SWE,1996,M,Holmens If
2812,7536,INNTHALER Marlies,AUT,2000,F,Eisenbahner SV Muerzzuschlag
2813,4531,INO Yasukazu,JPN,1979,M, 
2814,6758,INSAM Alex,ITA,19-12-1997,M,G.S. FIAMME ORO MOENA
2815,5388,INSAM Evelyn,ITA,1994,F,GARDENA RAIFFEISEN
2816,4327,IONITA Ciprian,ROU,1984,M,CS Dinamo Brasov
2817,4613,IPATOV Dimitry,RUS,1984,M,Osvsm Magadan
2818,6177,IPCIOGLU Fatih Arda,TUR,28-09-1997,M, 
2819,4515,IPPONGI Nobuyoshi,JPN,1979,M, 
2820,7069,IPUNEN Marko,FIN,1992,M,KL Skijumping Team
2821,8905,IRAN,IRI, ,A, 
2822,8791,IRAN,IRI, ,M, 
2823,8682,IRAN,IRI, ,F, 
2824,9027,IRAN I,IRI, ,A, 
2825,9396,IRAN I,IRI, ,M, 
2826,9146,IRAN I,IRI, ,F, 
2827,9865,IRAN II,IRI, ,A, 
2828,9511,IRAN II,IRI, ,M, 
2829,9628,IRAN II,IRI, ,F, 
2830,9986,IRAN III,IRI, ,A, 
2831,9263,IRAN III,IRI, ,M, 
2832,9745,IRAN III,IRI, ,F, 
2833,4130,IRASCHKO-STOLZ Daniela,AUT,21-11-1983,F,WSV Eisenerz-Steiermark
2834,8906,IRELAND,IRL, ,A, 
2835,8792,IRELAND,IRL, ,M, 
2836,8683,IRELAND,IRL, ,F, 
2837,9028,IRELAND I,IRL, ,A, 
2838,9397,IRELAND I,IRL, ,M, 
2839,9147,IRELAND I,IRL, ,F, 
2840,9866,IRELAND II,IRL, ,A, 
2841,9512,IRELAND II,IRL, ,M, 
2842,9629,IRELAND II,IRL, ,F, 
2843,9987,IRELAND III,IRL, ,A, 
2844,9264,IRELAND III,IRL, ,M, 
2845,9746,IRELAND III,IRL, ,F, 
2846,3224,IRLINGER Michael,GER, ,M, 
2847,4391,ISAHAYA Yuzuru,JPN,1987,M, 
2848,7434,ISHITANI Junya,JPN,1992,M, 
2849,4265,ISHIZAWA Takeshi,JPN,1982,M, 
2850,219706,ISIKURO Ai,JPN,2007,F, 
2851,5049,ISKRA Branko,SLO,1985,M,SK Triglav Kranj
2852,3001,ISOKANGAS Mika-Juhani,FIN,1979,M, 
2853,8908,ISRAEL,ISR, ,A, 
2854,8794,ISRAEL,ISR, ,M, 
2855,8685,ISRAEL,ISR, ,F, 
2856,4204,ISRAEL Paolo,GER,1983,M, 
2857,9030,ISRAEL I,ISR, ,A, 
2858,9399,ISRAEL I,ISR, ,M, 
2859,9149,ISRAEL I,ISR, ,F, 
2860,9868,ISRAEL II,ISR, ,A, 
2861,9514,ISRAEL II,ISR, ,M, 
2862,9631,ISRAEL II,ISR, ,F, 
2863,9989,ISRAEL III,ISR, ,A, 
2864,9266,ISRAEL III,ISR, ,M, 
2865,9748,ISRAEL III,ISR, ,F, 
2866,8340,ISTENIC Veronika,SLO,26-11-2002,F,Ssk Logatec
2867,162928,ITA1,ITA, ,M, 
2868,3393,ITAGAKI Hiroshi,JPN, ,M, 
2869,3813,ITAGAKI Miroshi,JPN, ,M, 
2870,8536,ITAKURA Shion,JPN,09-03-2001,M, 
2871,7984,ITALY,ITA, ,A, 
2872,75323,ITALY,ITA, ,M, 
2873,7952,ITALY,ITA, ,F, 
2874,9032,ITALY I,ITA, ,A, 
2875,9401,ITALY I,ITA, ,M, 
2876,8466,ITALY I,ITA, ,F, 
2877,9337,ITALY II,ITA, ,A, 
2878,201841,ITALY II,ITA, ,M, 
2879,8467,ITALY II,ITA, ,F, 
2880,9991,ITALY III,ITA, ,A, 
2881,9268,ITALY III,ITA, ,M, 
2882,9750,ITALY III,ITA, ,F, 
2883,4418,ITAMOTO Yoichi,JPN,1977,M, 
2884,4259,ITO Daiki,JPN,27-12-1985,M,Megmilk Snow Brand Ski Team
2885,4963,ITO Kenshiro,JPN,08-01-1990,M,Megmilk Snow Brand Ski Team
2886,4281,ITO Koji,JPN,1975,M, 
2887,6781,ITO Masamitsu,JPN,27-02-1998,M,Tsuchiya Home Ski Club
2888,2851,ITO Naoto,JPN, ,M, 
2889,5239,ITO Shohei,JPN,1990,M, 
2890,3709,ITO Yoshihiko,JPN, ,M, 
2891,5754,ITO Yuki,JPN,10-05-1994,F,Tsuchiya Home Ski Team
2892,2761,ITOH Maoate,JPN, ,M, 
2893,2406,ITOU Ryouhei,JPN,1989,M, 
2894,4285,ITSUKAICHI Satoru,JPN,1970,M, 
2895,2604,ITUO Takao,JPN, ,M, 
2896,219746,IVANENKO Anastasiia,RUS,2005,F,SSHOR S Peterburg
2897,2309,IVANNIKOV Alexandr,SOV,1945,M, 
2898,5659,IVANOV Vasil,BUL,1992,M,Moten
2899,7783,IVANOV Vitalii,RUS,1998,M,YOG 2016
2900,6451,IVANOV Yuri,URS, ,M,FIS
2901,6620,IVANOVSKIY Andrey,RUS,1986,M, 
2902,6210,IWABUCHI Kaori,JPN,28-04-1993,F,Kitano Construction Corp. Ski Club
2903,4423,IWAI Ryo,JPN,1975,M, 
2904,5202,IWAKI Fumiya,JPN,2006,M, 
2905,2407,IWAMOTO Takuroh,JPN,1989,M, 
2906,2409,IWANE Naoya,JPN,1987,M, 
2907,3557,IWANNIKOW Watsesl.,RUS, ,M, 
2908,3376,IWANOV Jury,SOV,1952,M, 
2909,6395,IWASA Haruka,JPN,12-04-1996,F,Obayashigumi Ski Team
2910,6997,IWASA Yuken,JPN,02-07-1999,M,Tokyo Biso Group Ski Team
2911,2602,IWASAKI Motoshi,JPN, ,M, 
2912,8261,IWASAKI Riko,JPN,2005,F,Nayoro Furen Junior High School
2913,4452,IWASAKI Shiro,JPN,1978,M, 
2914,2410,IWASAKI Shohta,JPN,1988,M, 
2915,4356,IWASAKI Takeru,JPN,1984,M, 
2916,4816,IWASAKI Tatsuya,JPN,1981,M, 
2917,2411,IWAYA Takeaki,JPN,1986,M, 
2918,8077,IZVOLSKII Konstantin,RUS,2005,M,GBU SSH RGSH Stolitsa
2919,2053,JAAFS Kristoffer,SWE,1980,M,IF Friska Viljor
2920,3791,JABLUKOW Nikolai,RUS, ,M, 
2921,3851,JACOBERGER Ph.,FRA, ,M, 
2922,4889,JACOBSEN Anders,NOR,1985,M,Ringkollen Skiklubb
2923,6303,JACOBSEN Connor,USA,1993,M,Norge Ski Club
2924,7486,JACOBSEN Espen,NOR,15-09-1998,M,Orkdal Il
2925,8015,JACQUEL Naokin,FRA,13-06-2001,M,A.S gerardmer ski nordique
2926,5738,JACQUIER Romain,FRA,1991,M,Mont Noir
2927,7389,JAEGER Frederik,GER,2002,M,Tabarzer Sv 1887
2928,7418,JAEGER Maximilian,GER,04-07-2002,M,Sc Oberstdorf
2929,8005,JAEKLE Anna,GER,10-05-2003,F,Sc Schonach
2930,1999,JAEKLE Hansjoerg,GER,1971,M,SC Schonach-Rohrhardsb.
2931,219625,JAEKLE Jonas,GER,09-12-2001,M,SC Schonach
2932,4893,JAHR Line,NOR,1984,F,Vikersund IF
2933,5092,JAHRMANN Magnus Vold,NOR,1988,M,Lyn Ski
2934,3779,JAKOBERGER J.,FRA, ,M, 
2935,3132,JAKOBSSON Fredrik,SWE, ,M, 
2936,2937,JALUVKA Roman,CZE, ,M, 
2937,8912,JAMAICA,JAM, ,A, 
2938,8798,JAMAICA,JAM, ,M, 
2939,8689,JAMAICA,JAM, ,F, 
2940,9034,JAMAICA I,JAM, ,A, 
2941,9403,JAMAICA I,JAM, ,M, 
2942,9152,JAMAICA I,JAM, ,F, 
2943,9871,JAMAICA II,JAM, ,A, 
2944,9517,JAMAICA II,JAM, ,M, 
2945,9634,JAMAICA II,JAM, ,F, 
2946,9993,JAMAICA III,JAM, ,A, 
2947,9270,JAMAICA III,JAM, ,M, 
2948,9752,JAMAICA III,JAM, ,F, 
2949,7411,JANATA Frantisek,CZE,2003,M,Lsk Lomnice nad popelkou
2950,5048,JANC Jure,SLO,1987,M,SK Triglav Kranj
2951,1984,JANDA Jakub,CZE,1978,M,Dukla Liberec
2952,3213,JANEZIC Robert,SLO, ,M, 
2953,3763,JANIK Czeslaw,POL, ,M, 
2954,7298,JANIK Roman,CZE,1999,M,Tj Trinec
2955,7137,JANNE Gebstedt,GER,1999,M,Wsc 07 ruhla
2956,6699,JANOTA Konrad,POL,1994,M,SSR LZS Sokol Szczyrk
2957,3835,JANOUCH Z.,CZE, ,M, 
2958,2797,JANUS Goran,SLO, ,M, 
2959,7985,JAPAN,JPN, ,A, 
2960,74572,JAPAN,JPN, ,M, 
2961,7953,JAPAN,JPN, ,F, 
2962,7986,JAPAN I,JPN, ,A, 
2963,201456,JAPAN I,JPN, ,M, 
2964,9154,JAPAN I,JPN, ,F, 
2965,9873,JAPAN II,JPN, ,A, 
2966,193166,JAPAN II,JPN, ,M, 
2967,7263,JAPAN II,JPN, ,F,x
2968,9995,JAPAN III,JPN, ,A, 
2969,9754,JAPAN III,JPN, ,F, 
2970,219595,JAPAN III ,JPN, ,M, 
2971,3877,JAQUIERY Georges,SUI, ,M, 
2972,2878,JARDIN Ruddy,FRA, ,M, 
2973,6340,JARZABEK Bartlomiej,POL,1997,M,Ts Wisla zakopane
2974,6491,JARZABEK Dawid,POL,1999,M,TS Wisla Zakopane
2975,8323,JARZABEK Kacper,POL,2006,M,Ts Wisla zakopane
2976,5942,JARZABEK Mateusz,POL,1993,M,Ts Wisla zakopane
2977,5430,JASIONEK Jozef,POL,1990,M,WKS Zakopane
2978,5289,JAUCH Niklas,AUT,1990,M, 
2979,5828,JAVORSEK Anja,SLO,1996,F,SK Zagorje
2980,3512,JEAN-PROST Claude,FRA, ,M, 
2981,2416,JEAN-PROST Nicolas,FRA,1967,M, 
2982,3945,JEANIQUET Angel,ESP, ,M, 
2983,3550,JEBAVY Drahomir,CZE, ,M, 
2984,2324,JEGLANOV A.,SOV, ,M, 
2985,8404,JEGLIC Timotej,SLO,21-03-2002,M,Ssk Ilirija
2986,2864,JEKOVEC Dajan,SLO, ,M, 
2987,8423,JEKOVEC Kristjan,SLO,23-08-2001,M,Nsk Trzic fmg
2988,6483,JELAR Ziga,SLO,22-10-1997,M,Sk Triglav kranj
2989,5622,JELENKO Marjan,SLO,1991,M,SSK Velenje
2990,2630,JELENSKI Jan,CZE, ,M, 
2991,6469,JELOVCAN Florjan,SLO,1997,M,Ssk Alpina ziri
2992,3462,JEMC Bozo,SLO, ,M, 
2993,7861,JENCOVA Veronika,CZE,2004,F,JKL Desna - Olymp Praha
2994,2986,JENEWEIN Josef,AUT, ,M, 
2995,5816,JENEWEIN Martin,AUT,1994,M, 
2996,3680,JENNINGS Bruce,USA, ,M, 
2997,7191,JENS Gaarder,NOR,2000,M,Raufoss I.L
2998,3417,JENSEN Ronald,NOR, ,M, 
2999,2661,JENSEN HOLMEN Dag,NOR,1954,M, 
3000,6181,JERABEK Rudolf,CZE,1973,M,Sk Jested liberec
3001,8130,JEREB Ana,SLO,2004,F,SSK NORICA ZIRI
3002,7772,JEREMIASSEN Steffen,NOR,1997,M,Skimt
3003,2988,JERMAN Jure,SLO, ,M, 
3004,5057,JERMAN Matej,SLO,1989,M,NSK Trzic Trifix
3005,3916,JERNKROOK Tomas,SWE, ,M, 
3006,5224,JEROME Andrew,USA,1991,M,Park City Nordic Ski Club
3007,4632,JEROME Jessica,USA,1987,F,Womens Ski Jumping USA
3008,5225,JEROME Michael,USA,1989,M,National Sports Foundation
3009,8438,JESENKO Jerica,SLO,2005,F,SSK NORICA ZIRI
3010,6520,JESIH Jaka,SLO,1998,M,Sk Zagorje
3011,4191,JESKE Jan,GER,25-08-1990,M,SG Nickelhuette Aue
3012,2891,JESSIN Mikhail,RUS,1961,M, 
3013,6094,JETZBACHER Christian,AUT,1994,M, 
3014,2495,JEZ Frantisek,CZE,1970,M, 
3015,5055,JEZERSEK Luka,SLO,1988,M,NSK Trzic Trifix
3016,6602,JI Cheng,CHN,1993,F,Chinese Ski Association
3017,6233,JI Min,CHN,1990,F,Chinese Ski Association
3018,8527,JIANG Die,CHN,14-09-2002,F, 
3019,4817,JIN Yuya,JPN,1987,M, 
3020,8417,JINDRISEK Jiri,CZE,2004,M,JKL Desna-DUKLA
3021,3919,JINNO Rikiya,JPN, ,M, 
3022,8108,JIPESCU Mircea Stefan,ROU,2005,M,CSS Dinamo Rasnov
3023,5726,JIRASEK Stanislav,CZE,1984,M, 
3024,2992,JIROTKA David,CZE,1982,M,SK Jested Liberec
3025,3280,JIROUTEK David,CZE, ,M, 
3026,1986,JIROUTEK Jakub,CZE,1977,M,Dukla Liberec
3027,3902,JOANIQUET Angel,ESP, ,M, 
3028,3674,JOELLY Heinz,AUT, ,M, 
3029,8227,JOERGENSEN Sindre Ulven,NOR,13-01-2002,M,Asker Skiklubb
3030,2635,JOERGENSEN Ulf,NOR,1956,M,Filtvedt-Fremad
3031,2634,JOERNKROK Thomas,SWE, ,M, 
3032,6377,JOESAAR Andres,EST,1959,M,Nomme Skiclub
3033,3318,JOHANNESEN Kenny,SWE, ,M, 
3034,7731,JOHANNESSEN Erik,NOR,1999,M,Botne Sk
3035,8391,JOHANNESSEN Ola Hannevold,NOR,07-01-2003,M,Botne Sk
3036,219725,JOHANNSEN Sara,GER,2008,F,WSV Oberaudorf
3037,2772,JOHANSEN Jouni,FIN, ,M, 
3038,2785,JOHANSEN Kent,NOR,1970,M,Baekkelaget
3039,2781,JOHANSEN Magne,NOR,1965,M,Byaasen
3040,5989,JOHANSEN Marius Fredrik,NOR,1989,M,Leknes Skiklubb
3041,8025,JOHANSEN Martin,NOR,2001,M,Oestre Aker skiklubb
3042,3341,JOHANSEN Tor-Magne,NOR,1983,M,Troenderhopp
3043,2718,JOHANSEN Vidar,NOR,1957,M,Mo
3044,4178,JOHANSSON Daniel,SWE,1981,M,IF Friska Viljor
